estu_genero,estu_depto_reside,fami_estratovivienda,punt_lectura_critica,punt_matematicas,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles,punt_global
F,ATLANTICO,Estrato 4,65,68,65,78,79,349
M,VALLE,Estrato 3,67,64,69,61,70,328
F,VALLE,Estrato 4,47,49,58,55,53,262
F,VALLE,Estrato 3,55,52,64,58,51,284
M,VALLE,Estrato 3,54,55,59,61,43,281
M,VALLE,Estrato 6,57,58,65,61,92,313
F,VALLE,Estrato 4,67,41,52,50,57,264
M,VALLE,Estrato 5,42,58,57,53,56,264
F,BOGOTA,Estrato 4,67,63,64,62,80,326
M,BOGOTA,Estrato 5,49,63,65,57,79,300
M,VALLE,Estrato 1,58,66,62,49,55,292
F,BOGOTA,Estrato 4,69,74,68,65,87,352
F,BOGOTA,Estrato 6,54,60,58,64,73,300
M,BOGOTA,Estrato 6,73,77,82,71,100,388
F,CAUCA,Estrato 1,53,56,48,51,43,257
M,VALLE,Estrato 2,75,78,71,69,53,358
F,VALLE,Estrato 1,65,57,52,55,67,290
M,CUNDINAMARCA,Estrato 5,55,53,67,55,71,293
F,ANTIOQUIA,Estrato 6,66,74,64,68,95,350
F,VALLE,-,48,43,48,48,53,236
M,ANTIOQUIA,Estrato 5,70,82,100,77,100,418
F,VALLE,Estrato 3,56,59,70,53,58,297
M,VALLE,Estrato 3,59,49,55,53,50,268
F,VALLE,Estrato 3,55,49,54,48,57,260
M,BOGOTA,Estrato 4,67,73,67,68,75,346
F,VALLE,Estrato 4,62,53,52,60,58,284
M,BOLIVAR,Estrato 5,79,74,80,67,83,378
F,BOGOTA,Estrato 4,59,61,63,62,85,315
M,VALLE,Estrato 3,45,52,52,52,46,250
M,BOGOTA,Estrato 5,71,82,69,68,80,365
M,BOGOTA,Estrato 3,61,64,62,67,72,321
F,VALLE,Estrato 1,58,57,60,50,73,288
F,NARIÑO,Estrato 1,52,50,51,54,42,255
F,BOGOTA,Estrato 4,70,60,65,79,84,348
M,VALLE,Estrato 5,57,69,64,61,61,313
M,BOGOTA,Estrato 6,66,71,71,69,79,350
M,VALLE,Estrato 2,56,52,45,54,34,252
M,VALLE,Estrato 5,72,72,77,72,85,371
F,BOGOTA,Estrato 4,66,73,70,68,100,358
F,CAUCA,Estrato 4,65,80,72,64,65,349
F,VALLE,Estrato 3,54,48,49,46,45,245
F,BOGOTA,Estrato 6,63,57,57,55,84,300
F,VALLE,Estrato 4,55,60,54,45,68,273
F,VALLE,Estrato 5,46,55,55,51,52,259
F,CALDAS,Estrato 4,72,69,68,76,88,363
M,VALLE,Estrato 2,43,44,54,42,30,223
M,VALLE,Estrato 5,54,63,56,52,70,287
M,CAUCA,Estrato 4,40,43,39,36,23,191
M,CAUCA,Estrato 3,64,66,72,65,75,337
F,VALLE,Estrato 5,66,39,55,61,60,278
M,ANTIOQUIA,Estrato 6,64,81,68,63,82,350
F,VALLE,Estrato 3,59,58,65,59,69,305
F,VALLE,Estrato 4,51,52,51,54,44,257
F,NARIÑO,Estrato 4,52,55,52,60,57,275
M,BOLIVAR,Estrato 6,52,61,52,67,77,297
F,VALLE,Estrato 3,66,65,68,64,79,334
F,BOGOTA,Estrato 5,69,60,59,67,74,323
F,ANTIOQUIA,Estrato 6,66,67,55,60,78,316
M,BOGOTA,Estrato 5,65,56,61,72,91,328
F,VALLE,Estrato 3,69,60,64,56,70,314
F,VALLE,Estrato 4,47,50,52,53,46,251
M,ANTIOQUIA,Estrato 6,68,78,73,71,85,367
M,VALLE,Estrato 3,49,37,47,41,43,217
M,VALLE,Estrato 5,66,57,64,63,76,318
F,VALLE,Estrato 5,64,67,64,65,58,322
F,VALLE,Estrato 4,75,74,71,69,73,362
F,VALLE,Estrato 3,45,53,49,44,52,240
F,VALLE,Estrato 5,62,72,61,57,69,317
F,BOGOTA,Estrato 6,62,58,62,63,81,314
F,VALLE,Estrato 4,63,60,63,66,82,322
M,VALLE,Estrato 5,59,42,49,42,43,238
F,CAUCA,Estrato 4,71,75,73,66,78,359
M,VALLE,Estrato 6,63,64,62,69,71,325
M,VALLE,Estrato 5,68,60,69,84,86,357
M,ANTIOQUIA,Estrato 5,65,71,68,69,88,349
M,CESAR,Estrato 3,58,59,58,67,64,304
M,VALLE,Estrato 1,58,61,62,65,48,302
M,VALLE,Estrato 6,56,65,63,57,77,308
M,VALLE,Estrato 3,60,62,60,63,58,305
M,CAUCA,Estrato 1,55,51,53,62,55,276
F,VALLE,Estrato 6,75,85,77,70,88,388
M,BOGOTA,Estrato 6,75,79,67,80,96,384
M,VALLE,Estrato 4,45,43,52,52,45,239
F,VALLE,Estrato 2,66,82,73,73,79,370
F,CAUCA,Estrato 2,48,47,54,49,41,244
M,ATLANTICO,Estrato 6,61,65,62,61,87,321
M,VALLE,Estrato 5,48,38,45,45,37,217
M,CAUCA,Estrato 3,49,48,51,39,56,237
F,BOGOTA,Estrato 5,73,72,68,84,86,376
F,ATLANTICO,Estrato 6,60,67,70,75,90,348
F,VALLE,Estrato 3,64,65,61,59,69,314
F,VALLE,Estrato 2,51,47,46,63,58,261
M,VALLE,Estrato 3,61,62,58,51,63,292
F,VALLE,Estrato 4,77,100,77,80,95,422
F,BOGOTA,Estrato 4,71,65,66,70,79,344
M,VALLE,-,46,47,34,46,38,214
F,VALLE,Estrato 3,57,47,53,60,61,274
M,VALLE,Estrato 4,60,73,68,70,68,339
M,VALLE,Estrato 4,62,56,62,65,63,307
M,VALLE,Estrato 4,54,58,59,60,50,286
F,NARIÑO,Estrato 3,64,63,62,66,58,317
M,NARIÑO,Estrato 3,64,61,69,59,66,317
M,VALLE,Estrato 5,62,65,50,67,62,305
M,VALLE,Estrato 6,58,56,60,55,66,290
F,VALLE,Estrato 4,43,39,42,27,57,196
F,VALLE,Estrato 2,67,59,58,65,66,313
M,ATLANTICO,Estrato 5,63,68,66,50,88,319
F,LA GUAJIRA,Estrato 3,71,62,73,83,93,369
M,VALLE,Estrato 2,50,53,62,51,58,272
F,VALLE,Estrato 5,63,63,62,57,60,306
F,VALLE,Estrato 2,57,49,52,51,49,260
F,VALLE,Estrato 4,60,49,58,55,66,282
F,ATLANTICO,Estrato 5,67,66,63,72,79,340
M,VALLE,Estrato 3,59,61,66,60,70,311
M,VALLE,Estrato 3,60,68,63,65,67,321
M,VALLE,Estrato 2,52,60,62,54,39,278
M,VALLE,Estrato 4,52,48,53,45,58,251
F,VALLE,Estrato 5,67,71,70,60,69,336
M,ANTIOQUIA,Estrato 3,64,73,73,73,84,359
M,BOGOTA,Estrato 6,58,63,68,62,82,321
M,VALLE,Estrato 5,45,61,57,46,45,258
F,VALLE,Estrato 3,63,61,50,65,68,302
F,VALLE,Estrato 1,71,73,72,71,64,356
M,VALLE,Estrato 5,66,63,63,63,69,321
M,CAUCA,Estrato 2,59,56,59,57,62,290
M,ATLANTICO,Estrato 2,71,70,70,67,81,352
M,BOGOTA,Estrato 4,51,54,52,46,63,258
M,VALLE,Estrato 3,57,51,56,60,19,266
F,VALLE,Estrato 3,60,58,34,50,16,239
F,MAGDALENA,Estrato 6,60,61,62,65,83,318
M,ATLANTICO,Estrato 3,71,100,74,75,86,402
M,VALLE,Estrato 4,71,72,70,63,77,348
M,VALLE,Estrato 6,74,78,71,73,73,370
F,CALDAS,Estrato 4,58,62,63,63,76,313
F,CALDAS,Estrato 6,79,70,69,79,86,376
M,VALLE,Estrato 5,69,67,70,79,64,353
M,BOGOTA,Estrato 3,61,66,67,60,74,322
F,VALLE,Estrato 2,76,84,77,78,73,392
F,VALLE,Estrato 2,50,44,49,60,46,252
F,BOGOTA,Estrato 5,76,76,73,82,88,388
F,VALLE,Estrato 3,46,55,47,49,41,243
M,VALLE,Estrato 5,53,53,50,56,49,263
M,VALLE,-,50,52,37,50,45,235
F,VALLE,Estrato 4,61,61,67,59,74,315
F,VALLE,Estrato 3,76,74,77,79,81,384
M,VALLE,Estrato 3,50,52,62,58,50,275
F,ATLANTICO,Estrato 6,61,63,65,58,79,315
M,VALLE,Estrato 3,41,39,35,36,22,183
M,VALLE,Estrato 4,54,62,63,54,60,292
M,CAUCA,Estrato 2,48,53,51,48,52,251
F,VALLE,Estrato 5,75,87,100,83,100,437
M,VALLE,Estrato 3,44,44,36,49,64,224
M,BOGOTA,Estrato 6,60,60,55,61,81,303
M,VALLE,Estrato 2,60,54,48,58,49,273
M,BOGOTA,Estrato 6,64,69,68,64,91,341
F,BOGOTA,Estrato 5,64,58,63,64,74,316
F,BOGOTA,Estrato 4,66,73,66,62,80,339
M,VALLE,Estrato 5,57,54,53,47,59,266
F,VALLE,Estrato 3,56,47,51,52,42,254
M,VALLE,Estrato 4,57,66,58,54,68,297
M,NARIÑO,Estrato 3,65,72,70,58,66,331
M,BOGOTA,Estrato 4,85,81,100,86,90,441
M,BOGOTA,Estrato 3,72,73,69,68,87,359
F,BOGOTA,Estrato 3,66,63,60,76,86,339
F,VALLE,Estrato 3,46,37,53,53,51,238
F,VALLE,Estrato 2,72,57,64,67,65,325
F,CUNDINAMARCA,Estrato 5,61,61,58,53,77,298
M,ANTIOQUIA,Estrato 6,52,57,60,63,68,294
M,BOGOTA,Estrato 5,79,84,78,80,73,398
F,VALLE,Estrato 3,54,45,41,39,32,219
F,VALLE,Estrato 2,51,55,57,47,52,262
F,CUNDINAMARCA,Estrato 5,68,69,77,69,81,358
F,VALLE,Estrato 5,63,55,55,57,55,287
M,ANTIOQUIA,Estrato 5,56,52,57,52,73,278
M,VALLE,Estrato 6,72,72,71,74,88,367
M,VALLE,Estrato 3,63,66,75,68,68,340
M,ATLANTICO,Estrato 6,61,47,54,42,58,258
F,VALLE,Estrato 3,67,59,60,67,62,316
M,VALLE,Estrato 4,54,55,55,47,57,265
M,ATLANTICO,Estrato 6,70,62,69,74,83,349
F,CAUCA,Estrato 3,50,45,48,44,40,231
F,VALLE,Estrato 1,68,64,64,63,53,319
M,BOGOTA,Estrato 5,74,76,78,74,91,383
M,BOGOTA,Estrato 4,65,80,84,80,85,389
F,VALLE,Estrato 3,51,56,55,48,77,272
F,VALLE,Estrato 3,50,47,56,55,58,262
M,VALLE,Estrato 3,60,56,57,52,74,288
F,BOGOTA,Estrato 6,70,86,76,77,88,390
F,BOGOTA,Estrato 4,68,58,67,60,81,323
F,VALLE,Estrato 4,64,51,43,52,98,280
F,BOGOTA,Estrato 6,74,75,73,79,83,379
M,ATLANTICO,Estrato 6,72,79,76,72,93,381
F,ATLANTICO,Estrato 6,59,52,56,53,68,280
M,VALLE,Estrato 4,64,69,67,61,64,326
F,VALLE,Estrato 3,61,61,67,57,75,313
M,NARIÑO,Estrato 3,61,63,56,48,71,290
M,VALLE,Estrato 4,53,59,60,56,57,285
M,SANTANDER,Estrato 5,63,75,69,74,77,354
F,VALLE,Estrato 3,57,63,67,61,49,305
F,VALLE,Estrato 6,73,72,73,75,91,373
F,CAUCA,Estrato 3,62,52,57,49,54,275
F,VALLE,Estrato 1,49,41,50,52,43,238
F,VALLE,Estrato 5,62,49,47,53,50,263
F,CESAR,Estrato 4,63,70,68,61,83,334
F,VALLE,Estrato 2,49,53,51,47,46,248
M,VALLE,Estrato 3,58,61,49,56,58,281
F,BOGOTA,Estrato 3,59,58,49,48,67,273
F,VALLE,Estrato 3,61,66,65,66,64,322
F,VALLE,Estrato 5,64,68,67,70,86,343
M,VALLE,Estrato 4,66,69,73,70,53,341
M,VALLE,Estrato 6,55,62,66,61,68,308
F,ANTIOQUIA,Estrato 6,60,56,47,60,100,296
F,VALLE,Estrato 5,52,50,58,64,56,280
M,RISARALDA,Estrato 6,66,67,62,60,100,333
M,CALDAS,Estrato 6,71,63,65,68,75,337
M,VALLE,Estrato 2,62,62,66,69,75,328
M,VALLE,Estrato 3,55,63,61,69,69,313
M,VALLE,Estrato 4,65,68,62,62,66,322
M,CUNDINAMARCA,Estrato 5,60,66,64,70,75,329
F,MAGDALENA,Estrato 2,62,52,49,60,69,284
F,VALLE,Estrato 2,49,41,46,48,56,234
F,CAUCA,Estrato 4,62,69,73,71,84,350
M,VALLE,Estrato 4,51,42,45,58,55,247
M,VALLE,Estrato 4,40,37,38,32,48,188
M,ANTIOQUIA,Estrato 4,61,63,66,78,90,344
F,VALLE,Estrato 4,83,100,79,81,99,434
F,VALLE,Estrato 3,71,71,68,69,69,348
F,VALLE,Estrato 3,42,42,52,48,36,226
M,VALLE,Estrato 5,61,58,66,74,69,325
M,VALLE,Estrato 3,67,66,60,68,51,321
M,CAUCA,Estrato 3,61,75,66,54,70,322
F,BOGOTA,Estrato 5,68,67,67,64,78,337
M,BOLIVAR,Estrato 6,60,67,65,66,81,329
F,VALLE,Estrato 4,73,56,62,65,76,325
M,BOGOTA,Estrato 5,58,60,55,55,75,292
M,VALLE,Estrato 3,46,57,50,39,40,237
F,CAUCA,Estrato 2,46,44,33,48,44,214
M,BOGOTA,-,59,70,74,66,72,338
F,ANTIOQUIA,Estrato 6,51,49,49,50,52,250
M,VALLE,Estrato 3,43,46,51,46,50,234
F,VALLE,Estrato 3,55,46,54,52,57,261
M,VALLE,Estrato 3,65,73,74,63,61,341
M,VALLE,Estrato 5,55,65,60,61,71,305
F,ANTIOQUIA,Estrato 6,63,59,62,57,76,307
F,SANTANDER,-,71,75,67,72,85,362
M,BOGOTA,Estrato 6,79,89,100,74,87,428
M,VALLE,Estrato 2,40,52,46,35,51,219
M,BOGOTA,Estrato 6,75,72,79,86,93,396
F,BOGOTA,-,62,68,60,63,90,327
F,BOGOTA,Estrato 5,53,48,58,53,77,274
M,BOGOTA,Estrato 5,78,85,81,82,96,413
M,BOGOTA,Estrato 5,80,63,69,74,88,364
F,VALLE,Estrato 3,63,65,67,70,63,330
F,VALLE,Estrato 1,69,65,68,66,69,336
F,VALLE,Estrato 4,65,51,55,56,71,289
M,VALLE,Estrato 2,47,46,30,47,39,211
F,BOGOTA,Estrato 3,57,70,65,64,83,327
M,VALLE,Estrato 4,68,66,74,67,75,346
M,VALLE,Estrato 5,47,56,53,47,78,264
F,VALLE,Estrato 5,64,65,73,66,69,336
M,VALLE,Estrato 3,52,50,49,43,34,237
F,BOGOTA,Estrato 3,72,65,78,73,88,366
M,BOGOTA,Estrato 6,73,69,66,58,86,340
M,CAUCA,Estrato 4,64,57,61,65,57,307
F,VALLE,Estrato 4,69,57,62,73,62,325
M,VALLE,Estrato 5,68,58,49,42,62,274
M,ATLANTICO,Estrato 6,69,64,74,72,90,357
M,VALLE,Estrato 3,70,63,69,59,53,322
M,VALLE,Estrato 3,50,39,39,44,46,216
M,VALLE,Estrato 3,75,72,68,69,66,353
M,BOGOTA,Estrato 4,84,84,83,86,100,427
F,VALLE,Estrato 4,56,61,64,55,61,296
F,BOGOTA,Estrato 6,77,70,69,82,91,379
F,BOGOTA,Estrato 3,71,84,73,69,91,378
M,ATLANTICO,Estrato 6,62,62,65,65,80,324
M,VALLE,Estrato 2,46,29,43,50,29,205
M,ATLANTICO,Estrato 4,70,64,67,66,70,335
M,VALLE,Estrato 3,66,58,68,71,76,333
F,VALLE,Estrato 6,85,79,72,76,88,394
F,VALLE,Estrato 4,60,56,57,60,56,290
M,MAGDALENA,Sin Estrato,58,69,60,55,82,311
M,BOGOTA,Estrato 5,68,67,71,74,100,362
F,NARIÑO,Estrato 3,60,65,63,69,55,318
F,CORDOBA,Estrato 4,56,53,57,50,73,277
F,VALLE,Estrato 3,57,55,52,54,34,265
F,VALLE,Estrato 3,61,59,59,54,71,296
M,VALLE,Estrato 1,53,43,54,61,69,270
F,VALLE,Estrato 2,60,58,60,60,67,300
F,BOGOTA,Estrato 5,70,66,64,68,85,342
M,VALLE,Estrato 4,59,57,65,65,68,310
F,CUNDINAMARCA,Estrato 6,56,56,62,52,68,287
M,VALLE,Estrato 4,51,46,46,39,54,231
M,NARIÑO,Estrato 3,70,67,65,69,100,351
M,VALLE,Estrato 5,59,77,65,68,75,339
F,VALLE,Estrato 5,56,60,64,53,75,298
F,CAUCA,Estrato 4,63,60,72,60,73,322
M,VALLE,Estrato 3,42,43,50,43,55,227
M,BOGOTA,Estrato 6,76,72,73,70,76,365
F,CAUCA,Estrato 2,58,50,60,57,59,282
M,BOGOTA,Estrato 6,72,85,73,84,96,399
F,BOGOTA,Estrato 6,63,68,69,63,83,335
F,BOGOTA,Estrato 6,57,68,59,60,85,314
F,CUNDINAMARCA,Estrato 3,64,74,67,62,81,339
F,VALLE,Estrato 3,54,46,53,56,76,270
M,ATLANTICO,-,60,58,38,43,83,262
M,BOGOTA,Estrato 6,55,66,62,62,82,314
M,VALLE,Estrato 5,66,64,63,65,65,323
F,VALLE,Estrato 6,46,47,55,55,82,266
M,ATLANTICO,-,64,64,67,67,78,332
F,ANTIOQUIA,Estrato 6,73,61,69,67,79,342
M,ANTIOQUIA,Estrato 6,75,75,68,67,93,365
M,BOGOTA,Estrato 5,68,78,76,63,85,362
M,VALLE,Estrato 2,57,53,58,63,51,286
F,BOGOTA,Estrato 6,59,60,65,70,80,324
M,VALLE,Estrato 4,56,60,39,49,68,262
M,CAUCA,Estrato 2,56,63,54,58,58,289
M,BOGOTA,Estrato 3,73,74,100,85,87,417
M,ATLANTICO,Estrato 5,59,62,61,57,83,308
M,ANTIOQUIA,Estrato 6,66,71,69,66,88,348
M,VALLE,Estrato 4,60,53,48,55,47,267
F,CALDAS,Estrato 6,62,75,61,62,91,335
F,NARIÑO,Estrato 2,58,52,61,60,64,291
M,VALLE,Estrato 3,55,50,60,53,55,273
F,VALLE,Estrato 5,49,46,45,49,57,240
M,VALLE,Estrato 4,63,58,68,68,65,322
F,VALLE,Estrato 2,48,47,50,47,51,241
F,VALLE,Estrato 3,49,34,31,43,20,189
F,VALLE,Estrato 6,74,73,80,74,88,381
F,BOGOTA,Estrato 6,66,62,59,68,77,324
F,CUNDINAMARCA,Estrato 4,53,55,52,58,66,277
M,CAUCA,Estrato 4,60,68,66,57,68,316
M,VALLE,Estrato 1,52,55,54,59,45,271
F,VALLE,Estrato 3,73,66,71,68,58,343
F,VALLE,Estrato 3,61,63,58,57,68,302
F,CAUCA,Estrato 2,39,32,43,48,44,204
M,VALLE,Estrato 6,70,66,63,76,83,349
F,VALLE,Estrato 5,75,67,69,73,100,366
F,VALLE,Estrato 5,66,57,72,69,85,337
F,VALLE,Estrato 5,62,65,70,72,80,341
F,VALLE,Estrato 3,55,58,59,52,49,277
F,VALLE,-,54,59,66,62,79,308
M,BOGOTA,Estrato 5,57,54,61,61,72,297
M,NARIÑO,Estrato 5,73,76,84,80,78,391
M,VALLE,Estrato 2,55,62,61,60,64,299
M,VALLE,Estrato 3,52,51,62,61,62,285
M,VALLE,Estrato 3,42,31,35,37,32,180
F,BOLIVAR,Estrato 6,81,82,75,79,100,404
M,VALLE,Estrato 2,40,35,41,36,39,190
F,VALLE,Estrato 3,68,60,58,60,62,308
F,BOGOTA,Estrato 6,69,71,64,70,83,348
F,LA GUAJIRA,Estrato 6,55,54,53,47,65,266
M,VALLE,Estrato 3,65,67,72,74,63,345
F,BOGOTA,Estrato 4,66,75,74,76,80,367
F,VALLE,Estrato 4,46,50,55,55,58,260
M,VALLE,Estrato 3,63,70,75,67,67,343
F,VALLE,Estrato 3,63,54,44,54,63,272
F,BOGOTA,Estrato 5,54,47,54,62,70,277
F,VALLE,Estrato 3,58,62,58,62,40,292
F,CALDAS,Estrato 5,83,63,70,68,86,361
F,VALLE,Estrato 5,60,55,60,54,54,285
M,VALLE,Estrato 5,57,66,64,61,78,316
F,CALDAS,Estrato 3,67,55,63,61,61,307
F,VALLE,Estrato 5,59,57,52,55,63,282
F,VALLE,Estrato 3,62,75,69,69,66,343
F,VALLE,Estrato 3,69,67,69,69,76,345
F,CAUCA,Estrato 2,54,69,55,51,60,287
F,BOGOTA,Estrato 5,55,67,60,60,75,308
M,VALLE,Estrato 2,66,61,57,62,54,305
F,ANTIOQUIA,Estrato 6,57,50,53,50,73,270
F,BOGOTA,Estrato 5,59,59,68,61,82,317
M,BOGOTA,Estrato 5,68,66,74,68,73,347
F,BOGOTA,Estrato 6,74,73,72,100,88,402
F,VALLE,Estrato 3,57,54,51,56,57,273
F,VALLE,Estrato 3,59,68,59,57,66,306
M,CAUCA,-,47,65,65,53,55,287
M,BOGOTA,Estrato 5,75,100,100,81,84,443
M,VALLE,Estrato 3,58,62,71,66,76,326
M,BOGOTA,Estrato 3,53,70,66,61,85,321
F,VALLE,Estrato 3,55,37,48,50,57,241
F,CAUCA,Estrato 4,74,76,71,64,83,361
M,VALLE,Estrato 2,56,60,63,56,50,290
M,VALLE,Estrato 5,52,55,50,51,50,259
M,VALLE,-,59,71,59,69,54,318
M,VALLE,Estrato 6,66,77,69,66,64,345
M,BOGOTA,Estrato 3,61,59,58,66,72,309
F,VALLE,Estrato 3,52,54,59,61,43,277
M,ANTIOQUIA,Estrato 6,68,69,79,71,89,365
F,VALLE,Estrato 3,71,60,68,73,90,348
M,BOGOTA,Estrato 5,63,58,60,71,85,323
M,VALLE,Estrato 2,55,52,52,51,51,262
M,CUNDINAMARCA,Estrato 3,62,68,72,64,79,337
M,VALLE,Estrato 3,44,46,50,41,42,225
F,CUNDINAMARCA,Estrato 5,57,54,57,58,79,291
F,VALLE,Estrato 4,67,56,62,69,84,325
M,VALLE,Estrato 3,34,34,24,25,29,146
M,ANTIOQUIA,Estrato 6,71,67,65,64,77,338
M,VALLE,Estrato 5,60,63,58,58,61,299
F,BOGOTA,Estrato 6,77,67,67,64,82,349
F,BOGOTA,Estrato 5,77,75,80,67,93,381
M,VALLE,Estrato 5,63,64,65,60,68,317
F,VALLE,Estrato 5,58,57,62,51,69,290
M,CUNDINAMARCA,Estrato 4,74,73,80,77,81,382
F,VALLE,Estrato 3,68,64,63,54,63,312
F,ANTIOQUIA,Estrato 6,79,73,75,71,89,378
F,BOGOTA,Estrato 4,72,57,63,68,83,332
F,VALLE,Estrato 6,45,50,50,53,53,249
F,CALDAS,Estrato 4,75,80,82,65,85,381
F,CORDOBA,Estrato 6,51,58,58,55,78,286
F,BOGOTA,Estrato 5,67,67,69,65,81,340
F,CUNDINAMARCA,Estrato 4,77,68,73,69,95,368
F,VALLE,Estrato 1,52,42,55,49,59,251
F,VALLE,Estrato 3,62,63,65,63,63,316
F,VALLE,Estrato 6,69,69,78,70,75,359
M,VALLE,Estrato 4,45,56,44,43,42,233
M,ATLANTICO,Estrato 5,65,65,67,67,85,337
M,VALLE,Estrato 3,61,65,62,70,63,322
M,VALLE,Estrato 1,61,39,51,55,60,261
F,VALLE,Estrato 3,56,51,57,60,69,285
F,BOGOTA,Estrato 4,56,62,71,79,71,337
F,VALLE,Estrato 3,57,57,55,58,62,286
F,QUINDIO,Estrato 5,67,68,64,55,79,323
F,NARIÑO,Estrato 5,64,60,68,63,70,321
F,CUNDINAMARCA,Estrato 5,71,72,64,63,86,345
M,VALLE,Estrato 4,58,60,59,63,58,299
F,VALLE,Estrato 3,72,58,72,74,85,351
F,CAUCA,Estrato 4,72,67,79,80,63,368
F,NARIÑO,Estrato 3,61,72,71,65,67,336
M,ATLANTICO,Estrato 6,66,67,54,64,74,318
M,CAUCA,Estrato 4,65,69,59,67,66,325
F,VALLE,Estrato 5,72,67,72,72,72,354
M,VALLE,Estrato 4,39,35,41,35,52,193
F,BOGOTA,Estrato 5,60,64,60,66,70,315
F,BOGOTA,Estrato 6,62,67,58,43,75,294
F,CALDAS,Estrato 4,45,45,50,36,50,222
M,SANTANDER,Estrato 5,63,81,73,63,83,355
F,NARIÑO,Estrato 4,48,45,57,47,54,248
M,VALLE,Estrato 5,59,64,67,55,73,311
F,BOGOTA,Estrato 4,80,76,81,76,100,400
M,CUNDINAMARCA,Estrato 6,60,59,66,61,82,315
F,VALLE,Estrato 2,58,43,52,44,53,248
M,VALLE,Estrato 2,70,67,62,78,72,347
F,BOGOTA,Estrato 6,71,71,68,81,82,367
F,VALLE,Estrato 5,65,60,62,73,100,338
M,VALLE,Estrato 2,42,57,53,43,48,243
F,VALLE,Estrato 4,73,65,73,76,83,363
F,ATLANTICO,Estrato 3,66,49,63,63,77,308
F,ANTIOQUIA,Estrato 6,63,70,63,67,81,335
F,VALLE,Estrato 6,64,62,68,60,82,325
F,VALLE,Estrato 4,52,49,52,40,19,230
F,BOGOTA,Estrato 5,74,73,73,79,91,380
M,VALLE,Estrato 1,49,50,42,39,57,230
M,VALLE,Estrato 6,69,73,74,76,100,375
M,VALLE,Estrato 4,57,60,62,56,69,298
F,VALLE,Estrato 5,56,63,54,50,83,289
F,VALLE,Estrato 3,53,43,64,60,54,275
M,RISARALDA,Sin Estrato,81,83,79,73,100,403
F,VALLE,Estrato 2,65,60,57,61,54,301
F,VALLE,Estrato 2,55,57,59,52,55,278
F,VALLE,Estrato 5,56,61,65,58,60,300
F,VALLE,Estrato 5,55,58,48,57,95,288
F,VALLE,Estrato 5,47,53,50,46,47,244
M,VALLE,Estrato 4,49,72,71,52,87,315
M,CUNDINAMARCA,Estrato 5,71,75,75,79,84,378
M,ATLANTICO,Estrato 4,69,78,68,69,84,360
M,BOGOTA,Estrato 5,79,74,74,81,83,387
M,BOGOTA,Estrato 4,56,69,61,63,77,317
F,VALLE,Estrato 3,58,46,58,45,58,261
F,VALLE,Estrato 6,54,59,67,53,75,298
M,BOLIVAR,Estrato 6,73,74,78,70,89,375
M,VALLE,Estrato 3,52,56,61,53,52,276
F,CUNDINAMARCA,Estrato 4,51,54,53,57,63,272
F,BOGOTA,Estrato 5,58,67,62,59,87,317
F,BOLIVAR,Estrato 6,62,69,71,69,82,344
M,VALLE,Estrato 4,43,45,47,45,60,231
F,VALLE,Estrato 2,58,56,58,53,63,284
M,VALLE,Estrato 4,66,76,76,55,66,340
M,VALLE,Estrato 3,59,61,62,56,52,295
M,VALLE,Estrato 3,69,78,71,60,87,354
M,ATLANTICO,-,51,51,35,56,63,247
M,VALLE,Estrato 6,67,79,78,67,64,360
M,SANTANDER,Estrato 6,59,69,72,72,81,345
F,VALLE,Estrato 4,67,59,62,65,83,324
M,ATLANTICO,Estrato 5,62,58,57,56,67,295
F,VALLE,Estrato 3,57,56,56,59,70,290
M,VALLE,Estrato 5,51,57,56,49,50,265
F,SANTANDER,Estrato 5,74,85,77,78,97,400
F,CAUCA,Estrato 5,59,70,68,77,72,344
M,ATLANTICO,Estrato 5,81,85,75,65,87,387
M,VALLE,Estrato 5,64,62,73,70,92,346
F,VALLE,Estrato 3,60,55,59,61,38,286
M,ANTIOQUIA,Estrato 4,75,60,69,75,69,348
M,VALLE,Estrato 4,50,51,60,55,42,265
F,VALLE,Estrato 3,53,53,51,52,54,262
M,VALLE,Estrato 4,69,85,75,74,76,379
M,VALLE,Estrato 6,67,59,53,58,73,302
M,VALLE,Estrato 3,53,53,56,55,46,268
F,BOGOTA,Estrato 5,63,67,64,69,85,336
M,NARIÑO,Estrato 2,69,63,70,74,52,338
M,VALLE,Estrato 3,66,64,62,67,53,319
F,VALLE,Estrato 3,69,71,64,70,68,342
M,CUNDINAMARCA,Estrato 4,63,67,67,63,75,329
F,BOGOTA,Estrato 5,59,67,64,60,80,319
M,BOGOTA,Estrato 5,67,69,67,74,56,341
F,VALLE,Estrato 4,60,46,59,60,61,283
F,ATLANTICO,Estrato 3,67,65,67,71,81,343
M,VALLE,Estrato 3,44,50,45,34,43,216
M,VALLE,Estrato 5,56,50,55,57,54,272
F,VALLE,Estrato 5,60,47,59,61,63,286
M,BOGOTA,Estrato 5,52,64,55,61,84,300
M,VALLE,Estrato 6,56,57,69,51,65,294
M,BOGOTA,Estrato 3,48,37,38,38,54,207
F,NARIÑO,Estrato 5,61,55,60,65,70,305
F,ANTIOQUIA,Estrato 6,62,67,63,62,100,332
F,ANTIOQUIA,Estrato 6,65,75,67,67,87,350
